ID,Sport,League,Home,Away,Time,Odds Count
football:estoril:vitoria guimarães:20260124,football,Primeira Liga,Estoril,Vitoria Guimarães,2026-01-24 20:30:00,138
football:estrela:estoril:20260119,football,Primeira Liga,CF Estrela,Estoril,2026-01-19 20:15:00,143
football:estudiantes de la plata:ca ituzaingo:20260120,football,Copa Argentina,Estudiantes de La Plata,CA Ituzaingo,2026-01-20 00:15:00,117
football:ethiopia nigd bank:adama city:20260121,football,Premier League,Ethiopia Nigd Bank,Adama City,2026-01-21 12:00:00,39
football:everton d:brighton d:20260123,football,Super League - Damer,Everton (d),Brighton (d),2026-01-23 19:00:00,122
football:everton:leeds:20260126,football,Premier League,Everton,Leeds,2026-01-26 20:00:00,56
football:falkirk:hibernian:20260124,football,Scottish Premiership,Falkirk,Hibernian,2026-01-24 15:00:00,154
football:fasil kenema:hadiya hosaena:20260120,football,Premier League,Fasil Kenema SC,Hadiya Hosaena,2026-01-20 12:00:00,39
football:fatih karagümrük:galatasaray:20260124,football,Turkish Super Lig,Fatih Karagümrük SK,Galatasaray SK,2026-01-24 17:00:00,148
football:fbc melgar:cienciano cusco:20260131,football,Liga 1,FBC Melgar,Cienciano Cusco,2026-01-31 23:30:00,157
football:fcv dender eh:royal antwerp:20260118,football,Jupiler Pro League,FCV Dender EH,Royal Antwerp FC,2026-01-18 15:00:00,167
football:feirense:porto b:20260119,football,Liga 2,Feirense,FC Porto B,2026-01-19 18:00:00,68
football:fenerbahce grellz:salzburg nathana1l:20260118,football,Esports Battle (2x4min),Fenerbahce (Grellz),Salzburg (Nathana1l),2026-01-18 14:52:00,28
football:fenerbahçe:aston villa:20260122,football,Europa League,Fenerbahçe SK,Aston Villa FC,2026-01-22 17:45:00,128
football:feyenoord d:excelsior d:20260118,football,Eredivisie - Damer,Feyenoord (d),Excelsior (d),2026-01-18 15:45:00,16
football:feyenoord:sparta rotterdam:20260118,football,Eredivisie,Feyenoord,Sparta Rotterdam,2026-01-18 15:45:00,211
football:feyenoord:sturm graz:20260122,football,Europa League,Feyenoord,Sturm Graz,2026-01-22 17:45:00,152
football:figueirensesc:avaísc:20260118,football,Catarinense,Figueirense-SC,Avaí-SC,2026-01-18 21:00:00,119
football:fiorentina:como:20260127,football,Coppa Italia,Fiorentina,Como,2026-01-27 20:00:00,180
football:flamengorj:corinthianssp:20260201,football,Supercopa do Brasil,Flamengo-RJ,Corinthians-SP,2026-02-01 19:00:00,118
football:flamengorj:vasco da gamarj:20260122,football,Carioca A,Flamengo-RJ,Vasco da Gama-RJ,2026-01-22 00:30:00,190
football:fluminenserj:grêmio:20260128,football,Brasileirao Serie A,Fluminense-RJ,Grêmio,2026-01-28 18:00:00,211
football:foggia:giugliano:20260118,football,Serie C Girone C,Foggia,Giugliano,2026-01-18 19:30:00,16
football:forest green rovers:altrincham:20260121,football,National League,Forest Green Rovers,Altrincham,2026-01-21 19:45:00,69
football:fortalezace:maracanã ecce:20260118,football,Cearense,Fortaleza-CE,Maracanã EC-CE,2026-01-18 21:00:00,121
football:france elmagico:england cevuu:20260118,football,eSports Battle (2x6 min),France (Elmagico),England (Cevuu),2026-01-18 14:24:00,26
football:france elmagico:tyskland maslja:20260118,football,eSports Battle (2x6 min),France (Elmagico),Tyskland (Maslja),2026-01-18 13:48:00,24
football:france hd_08:england double_s:20260118,football,Cyber Live Arena (2x5 min),France (HD_08),England (Double_S),2026-01-18 13:24:00,28
football:france hd_08:italien savinho:20260118,football,Cyber Live Arena (2x5 min),France (HD_08),Italien (savinho),2026-01-18 13:38:00,26
football:france hd_08:spanien ar2r:20260118,football,Cyber Live Arena (2x5 min),France (HD_08),Spanien (ar2r),2026-01-18 13:52:00,28
football:frankfurt:hoffenheim:20260124,football,Bundesliga,Eintracht Frankfurt,TSG 1899 Hoffenheim,2026-01-24 14:30:00,84
football:frankrike:senegal:20260616,football,VM 2026,Frankrike ,Senegal,2026-06-16 18:00:00,152
football:freiburg:mh maccabi tel aviv:20260122,football,Europa League,SC Freiburg,MH Maccabi Tel Aviv,2026-01-22 17:45:00,171
football:frosinone:reggiana:20260124,football,Serie B,Frosinone,Reggiana,2026-01-24 14:00:00,121
football:fulham:brighton:20260124,football,Premier League,Fulham FC,Brighton & Hove Albion FC,2026-01-24 15:00:00,142
football:galatasaray:club atlético de madrid:20260121,football,Champions League,Galatasaray SK,Club Atlético de Madrid,2026-01-21 17:45:00,97
football:gaziantep:konyaspor:20260125,football,Turkish Super Lig,Gaziantep FK,Konyaspor,2026-01-25 11:30:00,146
football:gençlerbirliği:samsunspor:20260118,football,Turkish Super Lig,Gençlerbirliği SK,Samsunspor,2026-01-18 14:00:00,140
football:gernika:rz deportivo aragón:20260118,football,Segunda RFEF 2,Gernika,RZ Deportivo Aragón,2026-01-18 16:00:00,66
football:getafe:valencia:20260118,football,La Liga,Getafe CF,Valencia CF,2026-01-18 13:00:00,147
football:ghana:panama:20260617,football,VM 2026,Ghana,Panama,2026-06-17 18:00:00,151
football:gijón:mirandés:20260124,football,La Liga 2,Sporting Gijón,Mirandés,2026-01-24 17:30:00,146
football:gimnasia de la plata:racing club:20260124,football,Liga Profesional Argentina,Gimnasia de La Plata,Racing Club,2026-01-24 22:30:00,70
football:gimnástica segoviana:rayo cantabria:20260118,football,Segunda RFEF 1,Gimnástica Segoviana,Rayo Cantabria,2026-01-18 16:00:00,69
football:granada:eibar:20260119,football,La Liga 2,Granada,Eibar,2026-01-19 19:30:00,148
football:grasshoppers:thun:20260118,football,Super League,Grasshoppers,Thun,2026-01-18 15:30:00,122
football:greuther fürth:eintracht braunschweig:20260124,football,2. Bundesliga,Greuther Fürth,Eintracht Braunschweig,2026-01-24 12:00:00,163
football:grimsby town:timberwolves:20260214,football,FA-cupen,Grimsby Town,Wolves,2026-02-14 15:00:00,3
football:guadalajara d:santos laguna d:20260118,football,Liga MX Femenil - Damer,Guadalajara (d),Santos Laguna (d),2026-01-18 17:00:00,72
football:guadalupe:municipal liberia:20260119,football,Primera Division Costa Rica,Guadalupe,Municipal Liberia,2026-01-19 00:00:00,118
football:guaranisp:santossp:20260118,football,Paulista A1,Guarani-SP,Santos-SP,2026-01-18 23:30:00,136
football:göztepe:çaykur rizespor:20260119,football,Turkish Super Lig,Göztepe SK,Çaykur Rizespor,2026-01-19 17:00:00,136
football:haiti:skottland:20260613,football,VM 2026,Haiti,Skottland,2026-06-13 18:00:00,155
football:halifax town:morecambe:20260121,football,National League,Halifax Town,Morecambe,2026-01-21 19:45:00,72
football:hampton richmond:chesham united:20260120,football,National League Södra,Hampton & Richmond,Chesham United,2026-01-20 19:45:00,73
football:hannover:fortuna düsseldorf:20260124,football,2. Bundesliga,Hannover 96,Fortuna Düsseldorf,2026-01-24 12:00:00,158
football:hapoel ironi kiryat shmona:hapoel haifa:20260119,football,Ligat Ha'Al,Hapoel Ironi Kiryat Shmona,Hapoel Haifa,2026-01-19 17:30:00,73
football:hapoel kfar saba:hapoel afula:20260119,football,Liga Leumit,Hapoel Kfar Saba,Hapoel Afula,2026-01-19 17:00:00,69
football:hapoel tel aviv:hapoel beer sheva:20260119,football,Ligat Ha'Al,Hapoel Tel Aviv,Hapoel Beer Sheva,2026-01-19 18:00:00,75
football:harrogate town:gillingham:20260124,football,League Two,Harrogate Town,Gillingham,2026-01-24 15:00:00,120
football:hartlepool united:gateshead:20260120,football,National League,Hartlepool United,Gateshead,2026-01-20 19:45:00,69
football:havelse:hoffenheim ii:20260118,football,3. Liga,TSV Havelse,Hoffenheim II,2026-01-18 18:30:00,79
football:heerenveen d:az alkmaar d:20260118,football,Eredivisie - Damer,SC Heerenveen (d),AZ Alkmaar (d),2026-01-18 15:45:00,16
football:heidenheim:rb leipzig:20260124,football,Bundesliga,1. FC Heidenheim 1846,RB Leipzig,2026-01-24 14:30:00,185
football:heracles almelo:twente 65:20260118,football,Eredivisie,Heracles Almelo,FC Twente '65,2026-01-18 13:30:00,201
football:hermannstadt:dinamo bucureşti:20260123,football,Liga I,AFC Hermannstadt,Dinamo Bucureşti,2026-01-23 18:00:00,146
football:huddersfield:bradford city:20260124,football,League One,Huddersfield,Bradford City,2026-01-24 12:30:00,156
football:hull:chelsea:20260213,football,FA-cupen,Hull ,Chelsea,2026-02-13 19:45:00,3
football:independiente rivadavia:club atlético tucumán:20260124,football,Liga Profesional Argentina,Independiente Rivadavia,Club Atlético Tucumán,2026-01-24 01:15:00,152
football:independiente rivadavia:estudiantes de buenos aires:20260118,football,Copa Argentina,Independiente Rivadavia,Estudiantes de Buenos Aires,2026-01-18 22:00:00,115
football:independiente santa fe:aguilas doradas rionegro:20260119,football,Liga Dimayor,Independiente Santa Fe,Aguilas Doradas Rionegro,2026-01-19 01:30:00,139
football:independiente santa fe:club deportivo junior:20260122,football,Superliga Dimayor,Independiente Santa Fe,Club Deportivo Junior,2026-01-22 00:30:00,176
football:independiente:estudiantes de la plata:20260123,football,Liga Profesional Argentina,Independiente,Estudiantes de La Plata,2026-01-23 23:00:00,156
football:instituto:club atlético vélez sarsfield:20260123,football,Liga Profesional Argentina,Instituto,Club Atlético Vélez Sarsfield,2026-01-23 01:15:00,185
football:inter milan d:juventus d:20260118,football,Serie A (W),Inter Milan (d),Juventus (d),2026-01-18 14:30:00,73
football:inter milan:arsenal:20260120,football,Champions League,FC Internazionale Milano,Arsenal FC,2026-01-20 20:00:00,62
football:internacional de bogotá:cúcuta deportivo:20260123,football,Liga Dimayor,Internacional de Bogotá,Cúcuta Deportivo,2026-01-23 23:20:00,112
football:internacionalrs:athletico paranaensepr:20260128,football,Brasileirao Serie A,Internacional-RS,Athletico Paranaense-PR,2026-01-28 18:00:00,117
football:internazionale ll:virtus verona:20260118,football,Serie C Girone A,Internazionale ll,Virtus Verona,2026-01-18 16:30:00,16
football:ipswich town fc d:sheffield united d:20260118,football,FA-cupen (d),Ipswich Town FC (d),Sheffield United (d),2026-01-18 13:00:00,71
football:ipswich town:bristol city:20260120,football,The Championship,Ipswich Town,Bristol City,2026-01-20 19:45:00,95
football:iran:nya zeeland:20260615,football,VM 2026,Iran,Nya Zeeland,2026-06-15 18:00:00,154
football:istanbulspor:keciörengücü:20260119,football,1. Lig,Istanbulspor,Keciörengücü,2026-01-19 14:00:00,75
football:itabirito fcmg:américamg:20260118,football,Mineiro,Itabirito FC-MG,América-MG,2026-01-18 14:00:00,113
football:italien savinho:england double_s:20260118,football,Cyber Live Arena (2x5 min),Italien (savinho),England (Double_S),2026-01-18 13:10:00,28
football:italien savinho:spanien ar2r:20260118,football,Cyber Live Arena (2x5 min),Italien (savinho),Spanien (ar2r),2026-01-18 13:24:00,28
football:italien:nordirland:20260326,football,VM-kval slutspel,Italien,Nordirland,2026-03-26 13:00:00,119
football:jaguares de córdoba:deportivo cali:20260118,football,Liga Dimayor,Jaguares de Córdoba,Deportivo Cali,2026-01-18 21:10:00,90
football:jaén:lorca deportiva:20260118,football,Segunda RFEF 4,Real Jaén CF,Lorca Deportiva CF,2026-01-18 17:00:00,66
football:jong ajax:roda jc:20260119,football,Eerste Divisie,Jong Ajax,Roda JC ,2026-01-19 19:00:00,153
football:jong fc utrecht:jong psv eindhoven:20260119,football,Eerste Divisie,Jong FC Utrecht,Jong PSV Eindhoven,2026-01-19 19:00:00,155
football:juan pablo ii college:cajamarca:20260131,football,Liga 1,Juan Pablo II College,FC Cajamarca,2026-01-31 20:15:00,124
football:juazeirenseba:jequieba:20260119,football,Baiano,Juazeirense-BA,Jequie-BA,2026-01-19 00:00:00,110
football:juve stabia:virtus entella:20260124,football,Serie B,Juve Stabia,Virtus Entella,2026-01-24 14:00:00,115
football:juventud de las piedras:universidad católica ecu:20260204,football,Copa Libertadores,Juventud de Las Piedras,Universidad Católica (ECU),2026-02-04 15:00:00,122
football:juventus mko1919:arsenal dor1an:20260118,football,Esports Battle (2x4min),Juventus (mko1919),Arsenal (dor1an),2026-01-18 12:52:00,28
football:juventus mko1919:atleti og:20260118,football,Esports Battle (2x4min),Juventus (mko1919),Atleti (OG),2026-01-18 13:28:00,28
football:juventus mko1919:b dortmund tonexo:20260118,football,Esports Battle (2x4min),Juventus (mko1919),B Dortmund (tonexo),2026-01-18 14:16:00,28
football:juventus mko1919:man city hrk:20260118,football,Esports Battle (2x4min),Juventus (mko1919),Man City (hrk),2026-01-18 13:40:00,28
football:juventus:benfica:20260121,football,Champions League,Juventus,Benfica,2026-01-21 20:00:00,62
football:kairat almaty:club brugge:20260120,football,Champions League,Kairat Almaty,Club Brugge,2026-01-20 15:30:00,144
football:kaizer chiefs:golden arrows:20260120,football,SA Premier Soccer League,Kaizer Chiefs,Golden Arrows,2026-01-20 17:30:00,111
football:karlsruher:hertha bsc:20260124,football,2. Bundesliga,Karlsruher SC,Hertha BSC,2026-01-24 12:00:00,162
football:kayserispor:rams başakşehir:20260124,football,Turkish Super Lig,Kayserispor,Rams Başakşehir FK,2026-01-24 11:30:00,144
football:kisvarda:mtk budapest:20260124,football,NB 1,Kisvarda,MTK Budapest FC,2026-01-24 14:00:00,153
football:kocaelispor:trabzonspor:20260118,football,Turkish Super Lig,Kocaelispor,Trabzonspor,2026-01-18 14:00:00,140
football:konyaspor:eyüpspor:20260119,football,Turkish Super Lig,Konyaspor,Eyüpspor,2026-01-19 14:00:00,138
football:kortrijk:genk u23:20260123,football,Challenger Pro League,Kortrijk,KRC Genk U23,2026-01-23 19:00:00,125
football:ksc lokeren:beerschot:20260124,football,Challenger Pro League,KSC Lokeren,Beerschot,2026-01-24 15:00:00,122
football:københavn:napoli:20260120,football,Champions League,FC København,SSC Napoli,2026-01-20 20:00:00,99
football:lanús:sarmiento de la banda:20260119,football,Copa Argentina,Lanús,Atletico Sarmiento de la Banda,2026-01-19 00:15:00,117
football:larissa:aris thessaloniki:20260118,football,Super League,Larissa,Aris Thessaloniki,2026-01-18 15:00:00,113
football:larissa:panserraikos:20260124,football,Super League,Larissa,Panserraikos,2026-01-24 18:00:00,39
football:lausanne:grasshoppers:20260124,football,Super League,Lausanne,Grasshoppers,2026-01-24 17:00:00,127
football:lazio:como:20260119,football,Serie A,SS Lazio,Como 1907,2026-01-19 19:45:00,173
football:le havre:monaco:20260124,football,Ligue 1,Le Havre AC,AS Monaco FC,2026-01-24 18:00:00,96
football:leamington:buxton:20260120,football,National League Norra,Leamington,Buxton FC,2026-01-20 19:45:00,72
football:leganés:sociedad b:20260124,football,La Liga 2,Leganés,Real Sociedad B,2026-01-24 15:15:00,144
football:leicester city d:west ham united d:20260125,football,Super League - Damer,Leicester City (d),West Ham United (d),2026-01-25 11:55:00,117
football:lincoln city:burton albion:20260122,football,League One,Lincoln City,Burton Albion,2026-01-22 20:00:00,156
football:lissabon:paris saint-germain:20260120,football,Champions League,Sporting Lissabon,PSG,2026-01-20 20:00:00,165
football:liverpool bibib:chelsea djamik:20260118,football,Cyber Live Arena (2x5 min),Liverpool (BiBiB),Chelsea (djamik),2026-01-18 13:44:00,28
football:liverpool bibib:psg jur_kr:20260118,football,Cyber Live Arena (2x5 min),Liverpool (BiBiB),PSG (Jur_Kr),2026-01-18 13:30:00,28
football:liverpool d:tottenham d:20260125,football,Super League - Damer,Liverpool (d),Tottenham (d),2026-01-25 11:55:00,125
football:liverpool fc montevideo:independiente medellín:20260218,football,Copa Libertadores,Liverpool FC Montevideo,Independiente Medellín,2026-02-18 00:30:00,127
football:liverpool:brighton:20260214,football,FA-cupen,Liverpool,Brighton,2026-02-14 15:00:00,3
football:livingston:st mirren:20260120,football,Scottish Premiership,Livingston,St Mirren,2026-01-20 19:45:00,152
football:llaneros fc:atlético bucaramanga:20260124,football,Liga Dimayor,Llaneros F.C.,Atlético Bucaramanga,2026-01-24 21:10:00,113
football:lommel:eupen:20260124,football,Challenger Pro League,Lommel SK,AS Eupen,2026-01-24 19:00:00,122
football:london bees lfc d:liverpool d:20260118,football,FA-cupen (d),London Bees LFC (d),Liverpool (d),2026-01-18 13:00:00,64
football:london city lionesses d:manchester city d:20260125,football,Super League - Damer,London City Lionesses (d),Manchester City (d),2026-01-25 11:55:00,126
football:loughborough lightning fc w:derby county fc d:20260118,football,National League (d),Loughborough Lightning FC (W),Derby County FC (d),2026-01-18 14:00:00,16
football:lugano:winterthur:20260124,football,Super League,Lugano,Winterthur,2026-01-24 17:00:00,127
football:lugo:unionistas de salamanca:20260118,football,Primera RFEF 1,Lugo,Unionistas de Salamanca CF,2026-01-18 15:00:00,66
football:lusitania lourosa:marítimo funchal:20260118,football,Liga 2,Lusitania Lourosa,Marítimo Funchal,2026-01-18 14:00:00,71
football:lyon fc_pitbull:marseille shocker23:20260118,football,Esports Battle (2x4min),Lyon (Fc_Pitbull),Marseille (Shocker23),2026-01-18 13:06:00,28
football:lyon fc_pitbull:paris luvsitigre:20260118,football,Esports Battle (2x4min),Lyon (Fc_Pitbull),Paris (LuvSiTigre),2026-01-18 13:54:00,28
football:macarthur:melbourne city:20260124,football,A-League,Macarthur FC,Melbourne City FC,2026-01-24 08:35:00,162
football:maccabi haifa:maccabi tel aviv:20260118,football,Ligat Ha'Al,Maccabi Haifa,Maccabi Tel Aviv,2026-01-18 18:30:00,73
football:macclesfield town:brentford:20260214,football,FA-cupen,Macclesfield Town,Brentford,2026-02-14 15:00:00,3
football:madrid b w:se aem d:20260118,football,Primera Federación (d),Real Madrid B (W),SE AEM (d),2026-01-18 15:00:00,16
football:madrid castilla:merida ad:20260118,football,Primera RFEF 1,Real Madrid Castilla,Merida AD,2026-01-18 17:15:00,66
football:madrid laikingdast:atleti wboy:20260118,football,Esports Battle (2x4min),Real Madrid (LaikingDast),Atleti (Wboy),2026-01-18 13:36:00,26
football:madrid laikingdast:barcelona bomb1to:20260118,football,Esports Battle (2x4min),Real Madrid (LaikingDast),Barcelona (Bomb1to),2026-01-18 13:00:00,27
football:madrid laikingdast:club arcos:20260118,football,Esports Battle (2x4min),Real Madrid (LaikingDast),Athletic Club (Arcos),2026-01-18 14:24:00,28
football:madrid laikingdast:villarreal kraftvk:20260118,football,Esports Battle (2x4min),Real Madrid (LaikingDast),Villarreal (KraftVK),2026-01-18 14:48:00,27
football:madrid terry14:club palkan:20260118,football,Cyber Live Arena (2x5 min),Real Madrid (Terry14),Athletic Club (palkan),2026-01-18 12:38:00,26
football:madrid vivienne:liverpool gangsta_panda:20260118,football,eSports Battle (2x6 min),Real Madrid (vivienne),Liverpool (GanGsta_Panda),2026-01-18 12:44:00,26
football:magdeburg:dynamo dresden:20260124,football,2. Bundesliga,1. FC Magdeburg,Dynamo Dresden,2026-01-24 19:30:00,171
football:maguarype:retrôpe:20260118,football,Pernambucano,Maguary-PE,Retrô-PE,2026-01-18 18:00:00,110
football:mainz arcos:fiorentina wboy:20260118,football,Esports Battle (2x4min),Mainz (Arcos),Fiorentina (Wboy),2026-01-18 12:38:00,28
football:mainz:wolfsburg:20260124,football,Bundesliga,1. FSV Mainz 05,VfL Wolfsburg,2026-01-24 14:30:00,49
football:malmö:crvena zvezda:20260122,football,Europa League,Malmö FF,FK Crvena zvezda,2026-01-22 17:45:00,167
football:man city hrk:arsenal dor1an:20260118,football,Esports Battle (2x4min),Man City (hrk),Arsenal (dor1an),2026-01-18 14:28:00,28
football:man city hrk:atleti og:20260118,football,Esports Battle (2x4min),Man City (hrk),Atleti (OG),2026-01-18 13:04:00,28
football:man city hrk:b dortmund tonexo:20260118,football,Esports Battle (2x4min),Man City (hrk),B Dortmund (tonexo),2026-01-18 13:52:00,28
football:man city hrk:juventus mko1919:20260118,football,Esports Battle (2x4min),Man City (hrk),Juventus (mko1919),2026-01-18 12:40:00,28
football:manchester city int1ligent:chelsea djamik:20260118,football,Cyber Live Arena (2x5 min),Manchester City (Int1liGenT),Chelsea (djamik),2026-01-18 14:40:00,28
football:manchester city int1ligent:liverpool bibib:20260118,football,Cyber Live Arena (2x5 min),Manchester City (Int1liGenT),Liverpool (BiBiB),2026-01-18 14:12:00,28
football:manchester city int1ligent:psg jur_kr:20260118,football,Cyber Live Arena (2x5 min),Manchester City (Int1liGenT),PSG (Jur_Kr),2026-01-18 14:26:00,27
football:manchester city:newcastle:20260204,football,EFL Cup,Manchester City,Newcastle United,2026-02-04 20:00:00,184
football:manchester city:timberwolves:20260124,football,Premier League,Manchester City,Wolves,2026-01-24 15:00:00,2
football:manchester united d:burnley d:20260118,football,FA-cupen (d),Manchester United (d),Burnley (d),2026-01-18 13:00:00,66
football:mantova:venezia:20260124,football,Serie B,Mantova,Venezia,2026-01-24 14:00:00,121
football:marine:radcliffe:20260120,football,National League Norra,Marine,Radcliffe FC,2026-01-20 19:45:00,75
football:marseille shocker23:lyon fc_pitbull:20260118,football,Esports Battle (2x4min),Marseille (Shocker23),Lyon (Fc_Pitbull),2026-01-18 14:06:00,28
football:marseille shocker23:nice krissnusa7:20260118,football,Esports Battle (2x4min),Marseille (Shocker23),Nice (Krissnusa7),2026-01-18 13:18:00,28
football:marseille shocker23:paris luvsitigre:20260118,football,Esports Battle (2x4min),Marseille (Shocker23),Paris (LuvSiTigre),2026-01-18 12:42:00,28
football:mazatlán fc d:atlas d:20260122,football,Liga MX Femenil - Damer,Mazatlán FC (d),Atlas (d),2026-01-22 03:06:00,69
football:mc saïda:el harrach:20260120,football,Ligue 2,MC Saïda,El Harrach,2026-01-20 13:00:00,16
football:mekele 70 enderta:ethiopia electricity:20260120,football,Premier League,Mekele 70 Enderta FC,Ethiopia Electricity,2026-01-20 12:00:00,37
football:metaloglobus bucureşti:argeş:20260123,football,Liga I,FC Metaloglobus Bucureşti,FC Argeş,2026-01-23 15:00:00,138
football:mexiko:sydafrika:20260611,football,VM 2026,Mexiko,Sydafrika,2026-06-11 19:00:00,154
football:midtjylland:københavn:20260208,football,Danish Superliga,FC Midtjylland,FC København,2026-02-08 15:00:00,123
football:millonarios:club deportivo junior:20260125,football,Liga Dimayor,Millonarios FC,Club Deportivo Junior,2026-01-25 23:10:00,115
football:milton keynes dons:shrewsbury:20260124,football,League Two,Milton Keynes Dons,Shrewsbury,2026-01-24 15:00:00,116
football:mirandés:andorra:20260118,football,La Liga 2,Mirandés,FC Andorra,2026-01-18 13:00:00,152
football:mirassol:cr vasco da gama:20260128,football,Brazil Serie A,Mirassol FC,CR Vasco da Gama,2026-01-28 23:00:00,178
football:mirassolsp:rb bragantinosp:20260121,football,Paulista A1,Mirassol-SP,RB Bragantino-SP,2026-01-21 23:00:00,170
football:modena:palermo:20260124,football,Serie B,Modena,Palermo,2026-01-24 16:15:00,119
football:monopoli:catania:20260118,football,Serie C Girone C,Monopoli,Catania,2026-01-18 19:30:00,16
football:monsoon:avenidars:20260118,football,Gaúcho,Monsoon FC,Avenida-RS,2026-01-18 22:00:00,139
football:montego bay united:portmore united:20260118,football,Premier League,Montego Bay United,Portmore United,2026-01-18 20:00:00,64
football:montevideo city torque:defensor sporting:20260303,football,Copa Sudamericana,Montevideo City Torque,Defensor Sporting,2026-03-03 15:00:00,117
football:monza:pescara:20260124,football,Serie B,Monza,Pescara,2026-01-24 14:00:00,119
football:moreirense:cd santa clara:20260124,football,Primeira Liga,Moreirense FC,CD Santa Clara,2026-01-24 15:30:00,137
football:motherwell d:celtic d:20260118,football,Premier League damer,Motherwell (d),Celtic (d),2026-01-18 16:00:00,11
football:motherwell:kilmarnock:20260124,football,Scottish Premiership,Motherwell,Kilmarnock,2026-01-24 15:00:00,151
football:municipal pérez zeledón:ld alajuelense:20260118,football,Primera Division Costa Rica,Municipal Pérez Zeledón,LD Alajuelense,2026-01-18 21:00:00,111
football:muricial:coruripeal:20260118,football,Alagoano,Murici-AL,Coruripe-AL,2026-01-18 19:00:00,24
football:mvv maastricht:jong fc utrecht:20260123,football,Eerste Divisie,MVV Maastricht,Jong FC Utrecht,2026-01-23 19:00:00,156
football:málaga:burgos:20260123,football,La Liga 2,Málaga,Burgos,2026-01-23 19:30:00,149
football:nacional asunción:sportivo san lorenzo:20260124,football,Primera Paraguay,Nacional Asunción,Sportivo San Lorenzo,2026-01-24 21:00:00,123
football:nacional de montevideo:deportivo recoleta:20260303,football,Copa Sudamericana,Nacional de Montevideo,Deportivo Recoleta,2026-03-03 15:00:00,116
football:nacionalpb:pombal:20260118,football,Paraibano,Nacional-PB,Pombal,2026-01-18 20:00:00,68
football:nancy:guingamp:20260119,football,Ligue 2,Nancy,Guingamp ,2026-01-19 19:45:00,117
football:nantes:nice:20260125,football,Ligue 1,Nantes,Nice,2026-01-25 14:00:00,59
football:nantes:paris:20260118,football,Ligue 1,FC Nantes,Paris FC,2026-01-18 16:15:00,204
football:nederländerna:japan:20260614,football,VM 2026,Nederländerna,Japan,2026-06-14 18:00:00,158
football:neom:al hilal:20260118,football,Professional League,Neom SC,Al Hilal,2026-01-18 17:30:00,192
football:newcastle united jets:wellington phoenix:20260123,football,A-League,Newcastle United Jets FC,Wellington Phoenix FC,2026-01-23 08:35:00,162
football:newcastle:psv:20260121,football,Champions League,Newcastle United FC,PSV,2026-01-21 20:00:00,61
football:newport county:chesterfield:20260124,football,League Two,Newport County,Chesterfield,2026-01-24 15:00:00,122
football:nice krissnusa7:marseille shocker23:20260118,football,Esports Battle (2x4min),Nice (Krissnusa7),Marseille (Shocker23),2026-01-18 14:18:00,28
football:nice krissnusa7:paris luvsitigre:20260118,football,Esports Battle (2x4min),Nice (Krissnusa7),Paris (LuvSiTigre),2026-01-18 13:06:00,28
football:nordsjælland:sønderjyske fodbold:20260208,football,Danish Superliga,FC Nordsjælland,Sønderjyske Fodbold,2026-02-08 13:00:00,125
football:norwich city:west bromwich:20260214,football,FA-cupen,Norwich City,West Bromwich,2026-02-14 15:00:00,3
football:notts county:crewe alexandra:20260124,football,League Two,Notts County,Crewe Alexandra,2026-01-24 12:30:00,120
football:nova iguaçurj:fluminenserj:20260123,football,Carioca A,Nova Iguaçu-RJ,Fluminense-RJ,2026-01-23 00:30:00,138
football:novorizontinosp:palmeirassp:20260120,football,Paulista A1,Novorizontino-SP,Palmeiras-SP,2026-01-20 23:00:00,162
football:nyíregyháza spartacus:újpesti:20260124,football,NB 1,Nyíregyháza Spartacus,Újpesti FC,2026-01-24 11:30:00,42
football:náuticope:sport recifepe:20260118,football,Pernambucano,Náutico-PE,Sport Recife-PE,2026-01-18 21:00:00,107
football:oh leuven:union saintgilloise:20260124,football,Jupiler Pro League,OH Leuven,Union Saint-Gilloise,2026-01-24 19:45:00,152
football:ohiggins:bahiaba:20260218,football,Copa Libertadores,O'Higgins,Bahia-BA,2026-02-18 15:00:00,128
football:olimpia asuncion:club guaraní:20260125,football,Primera Paraguay,Olimpia Asuncion,Club Guaraní,2026-01-25 21:00:00,145
football:olympiakos pireus:volos nps:20260124,football,Super League,Olympiakos Pireus,Volos NPS,2026-01-24 15:00:00,117
football:olympiakós sfp:bayer leverkusen:20260120,football,Champions League,Olympiakós SFP,Bayer 04 Leverkusen,2026-01-20 20:00:00,62
football:olympique lyon:brest:20260118,football,Ligue 1,Lyon,Brest,2026-01-18 19:45:00,209
football:omonia aradippou:enosis neon paralimni:20260119,football,1st Division,Omonia Aradippou,Enosis Neon Paralimni,2026-01-19 17:00:00,24
football:omonia nicosia:anorthosis famagusta:20260118,football,1st Division,Omonia Nicosia,Anorthosis Famagusta,2026-01-18 14:00:00,27
football:once caldas manizales:independiente santa fe:20260126,football,Liga Dimayor,Once Caldas Manizales,Independiente Santa Fe,2026-01-26 01:20:00,113
football:oxford united d:middlesbrough d:20260118,football,FA-cupen (d),Oxford United (d),Middlesbrough (d),2026-01-18 13:00:00,71
football:oxford united:qpr:20260120,football,The Championship,Oxford United,QPR,2026-01-20 19:45:00,156
football:oxford united:sunderland:20260214,football,FA-cupen,Oxford United,Sunderland,2026-02-14 15:00:00,3
