ID,Sport,League,Home,Away,Time,Odds Count
cricket:ranji trophy puducherry:jammu kashmir game 1:20260122,cricket,Cricket India,Ranji Trophy: Puducherry,Jammu & Kashmir (Game 1),2026-01-22 04:00:00,6
cricket:ranji trophy rajasthan:himachal pradesh game 1 team top batter:20260122,cricket,Cricket India,Ranji Trophy: Rajasthan,Himachal Pradesh (Game 1) - Team Top Batter,2026-01-22 04:00:00,4
cricket:ranji trophy rajasthan:himachal pradesh game 1:20260122,cricket,Cricket India,Ranji Trophy: Rajasthan,Himachal Pradesh (Game 1),2026-01-22 04:00:00,6
cricket:ranji trophy saurashtra:punjab game 1 team top batter:20260122,cricket,Cricket India,Ranji Trophy: Saurashtra,Punjab (Game 1) - Team Top Batter,2026-01-22 04:00:00,4
cricket:ranji trophy saurashtra:punjab game 1:20260122,cricket,Cricket India,Ranji Trophy: Saurashtra,Punjab (Game 1),2026-01-22 04:00:00,6
cricket:ranji trophy tripura:uttarakhand game 1 team top batter:20260122,cricket,Cricket India,Ranji Trophy: Tripura,Uttarakhand (Game 1) - Team Top Batter,2026-01-22 03:15:00,4
cricket:ranji trophy tripura:uttarakhand game 1:20260122,cricket,Cricket India,Ranji Trophy: Tripura,Uttarakhand (Game 1),2026-01-22 03:15:00,6
cricket:ranji trophy uttar pradesh:jharkhand game 1 team top batter:20260122,cricket,Cricket India,Ranji Trophy: Uttar Pradesh,Jharkhand (Game 1) - Team Top Batter,2026-01-22 04:00:00,4
cricket:ranji trophy uttar pradesh:jharkhand game 1:20260122,cricket,Cricket India,Ranji Trophy: Uttar Pradesh,Jharkhand (Game 1),2026-01-22 04:00:00,6
cricket:sa20 paarl royals:joburg super kings game 1 most sixes:20260119,cricket,Cricket South Africa,SA20: Paarl Royals,Joburg Super Kings (Game 1) - Most Sixes,2026-01-19 15:30:00,4
cricket:sa20 paarl royals:joburg super kings game 1 team top batter:20260119,cricket,Cricket South Africa,SA20: Paarl Royals,Joburg Super Kings (Game 1) - Team Top Batter,2026-01-19 15:30:00,4
cricket:sa20 paarl royals:joburg super kings game 1 toss match double:20260119,cricket,Cricket South Africa,SA20: Paarl Royals,Joburg Super Kings (Game 1) - Toss Match Double,2026-01-19 15:30:00,4
cricket:sa20 paarl royals:joburg super kings game 1:20260119,cricket,Cricket South Africa,SA20: Paarl Royals,Joburg Super Kings (Game 1),2026-01-19 15:30:00,4
cricket:sa20 sunrisers eastern cape:mi cape town game 1 most sixes:20260118,cricket,Cricket South Africa,SA20: Sunrisers Eastern Cape,MI Cape Town (Game 1) - Most Sixes,2026-01-18 13:30:00,4
cricket:sa20 sunrisers eastern cape:mi cape town game 1 team top batter:20260118,cricket,Cricket South Africa,SA20: Sunrisers Eastern Cape,MI Cape Town (Game 1) - Team Top Batter,2026-01-18 13:30:00,4
cricket:sa20 sunrisers eastern cape:mi cape town game 1 toss match double:20260118,cricket,Cricket South Africa,SA20: Sunrisers Eastern Cape,MI Cape Town (Game 1) - Toss Match Double,2026-01-18 13:30:00,4
cricket:sa20 sunrisers eastern cape:mi cape town game 1:20260118,cricket,Cricket South Africa,SA20: Sunrisers Eastern Cape,MI Cape Town (Game 1),2026-01-18 13:30:00,4
esports:call of duty cloud9 new york:boston breach bo5 call of duty league stage 1 major qualifiers qualifiers:20260118,esports,Call of Duty,Call of Duty: Cloud9 New York,Boston Breach (BO5) - Call of Duty League Stage 1 Major Qualifiers Qualifiers,2026-01-18 20:00:00,6
esports:call of duty g2 minnesota:faze vegas bo5 call of duty league stage 1 major qualifiers qualifiers:20260118,esports,Call of Duty,Call of Duty: G2 Minnesota,FaZe Vegas (BO5) - Call of Duty League Stage 1 Major Qualifiers Qualifiers,2026-01-18 21:30:00,6
esports:call of duty los angeles thieves:boston breach bo5 call of duty league stage 1 major qualifiers qualifiers:20260124,esports,Call of Duty,Call of Duty: Los Angeles Thieves,Boston Breach (BO5) - Call of Duty League Stage 1 Major Qualifiers Qualifiers,2026-01-24 23:00:00,4
esports:call of duty los angeles thieves:carolina royal ravens bo5 call of duty league stage 1 major qualifiers qualifiers:20260125,esports,Call of Duty,Call of Duty: Los Angeles Thieves,Carolina Royal Ravens (BO5) - Call of Duty League Stage 1 Major Qualifiers Qualifiers,2026-01-25 21:30:00,4
esports:call of duty optic texas:carolina royal ravens bo5 call of duty league stage 1 major qualifiers qualifiers:20260122,esports,Call of Duty,Call of Duty: OpTic Texas,Carolina Royal Ravens (BO5) - Call of Duty League Stage 1 Major Qualifiers Qualifiers,2026-01-22 20:00:00,4
esports:call of duty optic texas:los angeles thieves bo5 call of duty league stage 1 major qualifiers qualifiers:20260118,esports,Call of Duty,Call of Duty: OpTic Texas,Los Angeles Thieves (BO5) - Call of Duty League Stage 1 Major Qualifiers Qualifiers,2026-01-18 23:00:00,6
esports:call of duty paris gentle mates:miami heretics bo5 call of duty league stage 1 major qualifiers qualifiers:20260125,esports,Call of Duty,Call of Duty: Paris Gentle Mates,Miami Heretics (BO5) - Call of Duty League Stage 1 Major Qualifiers Qualifiers,2026-01-25 20:00:00,4
esports:call of duty riyadh falcons:cloud9 new york bo5 call of duty league stage 1 major qualifiers qualifiers:20260124,esports,Call of Duty,Call of Duty: Riyadh Falcons,Cloud9 New York (BO5) - Call of Duty League Stage 1 Major Qualifiers Qualifiers,2026-01-24 21:30:00,4
esports:call of duty toronto koi:g2 minnesota bo5 call of duty league stage 1 major qualifiers qualifiers:20260124,esports,Call of Duty,Call of Duty: Toronto KOI,G2 Minnesota (BO5) - Call of Duty League Stage 1 Major Qualifiers Qualifiers,2026-01-24 20:00:00,4
esports:call of duty toronto koi:paris gentle mates bo5 call of duty league stage 1 major qualifiers qualifiers:20260123,esports,Call of Duty,Call of Duty: Toronto KOI,Paris Gentle Mates (BO5) - Call of Duty League Stage 1 Major Qualifiers Qualifiers,2026-01-23 21:30:00,4
esports:call of duty vancouver surge:faze vegas bo5 call of duty league stage 1 major qualifiers qualifiers:20260125,esports,Call of Duty,Call of Duty: Vancouver Surge,FaZe Vegas (BO5) - Call of Duty League Stage 1 Major Qualifiers Qualifiers,2026-01-25 23:00:00,4
esports:counterstrike aab esport:bebop bo3 nodwin clutch series playin group d:20260118,esports,CS2,Counter-Strike: AaB esport,Bebop (BO3) - NODWIN Clutch Series Play-In Group D,2026-01-18 18:00:00,6
esports:counterstrike acend:eternal fire bo3 european pro league series 4 group b:20260118,esports,CS2,Counter-Strike: Acend,Eternal Fire (BO3) - European Pro League Series 4 Group B,2026-01-18 11:30:00,6
esports:counterstrike acend:ursa bo3 cct europe series 14 playin group b:20260119,esports,CS2,Counter-Strike: Acend,Ursa (BO3) - CCT Europe Series #14 Play-In Group B,2026-01-19 15:30:00,6
esports:counterstrike allinners:illwill bo3 cct europe series 14 playin group c:20260121,esports,CS2,Counter-Strike: ALLINNERS,illwill (BO3) - CCT Europe Series #14 Play-In Group C,2026-01-21 12:30:00,8
esports:counterstrike am gaming:unity esports bo3 cct europe series 13 group stage:20260118,esports,CS2,Counter-Strike: AM Gaming,UNiTY esports (BO3) - CCT Europe Series #13 Group Stage,2026-01-18 18:00:00,6
esports:counterstrike astralis:pain bo3 iem krakow playin:20260128,esports,CS2,Counter-Strike: Astralis,paiN (BO3) - IEM Krakow Play-In,2026-01-28 11:00:00,6
esports:counterstrike aurora gaming:gamerlegion bo3 iem krakow playin:20260128,esports,CS2,Counter-Strike: Aurora Gaming,GamerLegion (BO3) - IEM Krakow Play-In,2026-01-28 11:00:00,6
esports:counterstrike bad luck:charrados fc bo3 cct south america series 7 group stage:20260118,esports,CS2,Counter-Strike: Bad Luck,Charrados FC (BO3) - CCT South America Series #7 Group Stage,2026-01-18 16:00:00,6
esports:counterstrike basement boys:bebop bo3 cct europe series 14 playin group b:20260119,esports,CS2,Counter-Strike: BASEMENT BOYS,Bebop (BO3) - CCT Europe Series #14 Play-In Group B,2026-01-19 18:30:00,6
esports:counterstrike bebop:allinners bo3 european pro league series 4 group a:20260121,esports,CS2,Counter-Strike: Bebop,ALLINNERS (BO3) - European Pro League Series 4 Group A,2026-01-21 09:00:00,6
esports:counterstrike big:rebels gaming bo3 roman imperium cup playoffs:20260118,esports,CS2,Counter-Strike: BIG,Rebels Gaming (BO3) - Roman Imperium Cup Playoffs,2026-01-18 14:00:00,6
esports:counterstrike bushido wildcats:am gaming bo1 esea advanced europe regular season:20260117,esports,CS2,Counter-Strike: Bushido Wildcats,AM Gaming (BO1) - ESEA Advanced Europe Regular Season,2026-01-17 14:00:00,2
esports:counterstrike bushido wildcats:pigeons bo3 cct europe series 14 playin group a:20260119,esports,CS2,Counter-Strike: Bushido Wildcats,Pigeons (BO3) - CCT Europe Series #14 Play-In Group A,2026-01-19 12:30:00,6
esports:counterstrike chickenburger:big academy bo3 united21 playoffs:20260118,esports,CS2,Counter-Strike: ChickenBurger,BIG Academy (BO3) - United21 Playoffs,2026-01-18 11:30:00,6
esports:counterstrike eternal fire:acend bo3 a1 gaming league group stage:20260118,esports,CS2,Counter-Strike: Eternal Fire,Acend (BO3) - A1 Gaming League Group Stage,2026-01-18 16:30:00,6
esports:counterstrike eternal fire:minlate bo3 cct europe series 14 playin group d:20260121,esports,CS2,Counter-Strike: Eternal Fire,MINLATE (BO3) - CCT Europe Series #14 Play-In Group D,2026-01-21 18:30:00,6
esports:counterstrike eyeballers:vitality bo3 blast bounty qualifier:20260118,esports,CS2,Counter-Strike: EYEBALLERS,Vitality (BO3) - BLAST Bounty Qualifier,2026-01-18 16:00:00,6
esports:counterstrike fake do biru:yawara esports bo3 circuit x betboom redemption curitiba group a:20260121,esports,CS2,Counter-Strike: Fake do Biru,Yawara Esports (BO3) - Circuit X Betboom Redemption Curitiba Group A,2026-01-21 12:00:00,6
esports:counterstrike fengda gaming:eruption bo3 zhitech elite masters closed qualifier playoffs:20260119,esports,CS2,Counter-Strike: FengDa Gaming,Eruption (BO3) - Zhi-Tech Elite Masters Closed Qualifier Playoffs,2026-01-19 06:00:00,4
esports:counterstrike fluxo:naocopulas bo3 circuit x betboom redemption curitiba group a:20260121,esports,CS2,Counter-Strike: Fluxo,naocopulas (BO3) - Circuit X Betboom Redemption Curitiba Group A,2026-01-21 12:00:00,6
esports:counterstrike flyquest:steel helmet bo3 zhitech elite masters closed qualifier playoffs:20260117,esports,CS2,Counter-Strike: FlyQuest,Steel Helmet (BO3) - Zhi-Tech Elite Masters Closed Qualifier Playoffs,2026-01-17 10:00:00,4
esports:counterstrike forze reload:masonic bo3 cct europe series 14 playin group d:20260121,esports,CS2,Counter-Strike: FORZE Reload,MASONIC (BO3) - CCT Europe Series #14 Play-In Group D,2026-01-21 15:30:00,6
esports:counterstrike fut esports:3dmax bo3 iem krakow playin:20260128,esports,CS2,Counter-Strike: FUT Esports,3DMAX (BO3) - IEM Krakow Play-In,2026-01-28 11:00:00,6
esports:counterstrike fut esports:furia bo3 blast bounty qualifier:20260118,esports,CS2,Counter-Strike: FUT Esports,FURIA (BO3) - BLAST Bounty Qualifier,2026-01-18 18:30:00,6
esports:counterstrike gaimin gladiators:a fundacao bo3 circuit x betboom redemption curitiba group d:20260122,esports,CS2,Counter-Strike: Gaimin Gladiators,A FUNDACAO (BO3) - Circuit X Betboom Redemption Curitiba Group D,2026-01-22 19:00:00,6
esports:counterstrike galorys:game hunters bo3 circuit x betboom redemption curitiba group b:20260121,esports,CS2,Counter-Strike: Galorys,Game Hunters (BO3) - Circuit X Betboom Redemption Curitiba Group B,2026-01-21 19:00:00,6
esports:counterstrike game hunters:satriales bo3 cct south america series 7 group stage:20260118,esports,CS2,Counter-Strike: Game Hunters,Satriales (BO3) - CCT South America Series #7 Group Stage,2026-01-18 13:00:00,6
esports:counterstrike heroic:parivision bo3 iem krakow playin:20260128,esports,CS2,Counter-Strike: Heroic,PARIVISION (BO3) - IEM Krakow Play-In,2026-01-28 11:00:00,6
esports:counterstrike hyperspirit:aab esport bo3 a1 gaming league group stage:20260118,esports,CS2,Counter-Strike: HyperSpirit,AaB Esport (BO3) - A1 Gaming League Group Stage,2026-01-18 14:00:00,6
esports:counterstrike inner circle esports:spirit bo3 blast bounty qualifier:20260118,esports,CS2,Counter-Strike: Inner Circle Esports,Spirit (BO3) - BLAST Bounty Qualifier,2026-01-18 13:30:00,6
esports:counterstrike keyd:9z bo3 circuit x betboom redemption curitiba group c:20260122,esports,CS2,Counter-Strike: Keyd,9z (BO3) - Circuit X Betboom Redemption Curitiba Group C,2026-01-22 12:00:00,8
esports:counterstrike legacy:bcgame esports bo3 iem krakow playin:20260128,esports,CS2,Counter-Strike: Legacy,BC.Game Esports (BO3) - IEM Krakow Play-In,2026-01-28 11:00:00,6
esports:counterstrike leo team:algo esports bo1 esea advanced europe regular season:20260112,esports,CS2,Counter-Strike: Leo Team,ALGO Esports (BO1) - ESEA Advanced Europe Regular Season,2026-01-12 19:00:00,2
esports:counterstrike lilmix:state bo3 nodwin clutch series playin group d:20260118,esports,CS2,Counter-Strike: Lilmix,STATE (BO3) - NODWIN Clutch Series Play-In Group D,2026-01-18 15:00:00,6
esports:counterstrike liquid:nip bo3 iem krakow playin:20260128,esports,CS2,Counter-Strike: Liquid,NIP (BO3) - IEM Krakow Play-In,2026-01-28 11:00:00,6
esports:counterstrike los kogutos:brute bo3 nodwin clutch series playin group c:20260118,esports,CS2,Counter-Strike: los kogutos,Brute (BO3) - NODWIN Clutch Series Play-In Group C,2026-01-18 12:00:00,6
esports:counterstrike lynn vision:walk the talk bo3 zhitech elite masters closed qualifier playoffs:20260119,esports,CS2,Counter-Strike: Lynn Vision,Walk the Talk (BO3) - Zhi-Tech Elite Masters Closed Qualifier Playoffs,2026-01-19 03:00:00,4
esports:counterstrike magic:mana esports bo3 european pro league series 4 group d:20260120,esports,CS2,Counter-Strike: magic,MANA eSports (BO3) - European Pro League Series 4 Group D,2026-01-20 11:30:00,6
esports:counterstrike masonic:navi junior bo3 united21 playoffs:20260119,esports,CS2,Counter-Strike: MASONIC,NAVI Junior (BO3) - United21 Playoffs,2026-01-19 09:00:00,6
esports:counterstrike metizport:exruby bo3 european pro league series 4 group a:20260121,esports,CS2,Counter-Strike: Metizport,ex-RUBY (BO3) - European Pro League Series 4 Group A,2026-01-21 11:30:00,6
esports:counterstrike mibr:ctnex bo3 circuit x betboom redemption curitiba group c:20260122,esports,CS2,Counter-Strike: MIBR,CTNex (BO3) - Circuit X Betboom Redemption Curitiba Group C,2026-01-22 12:00:00,6
esports:counterstrike mouz nxt:basement boys bo3 european pro league series 4 group d:20260120,esports,CS2,Counter-Strike: MOUZ NXT,BASEMENT BOYS (BO3) - European Pro League Series 4 Group D,2026-01-20 09:00:00,6
esports:counterstrike mouz nxt:betclic apogee esports bo3 roman imperium cup playoffs:20260118,esports,CS2,Counter-Strike: MOUZ NXT,Betclic Apogee Esports (BO3) - Roman Imperium Cup Playoffs,2026-01-18 11:00:00,6
esports:counterstrike mouz nxt:los kogutos bo3 cct europe series 14 playin group c:20260121,esports,CS2,Counter-Strike: MOUZ NXT,los kogutos (BO3) - CCT Europe Series #14 Play-In Group C,2026-01-21 09:30:00,6
esports:counterstrike nrg:b8 bo3 iem krakow playin:20260128,esports,CS2,Counter-Strike: NRG,B8 (BO3) - IEM Krakow Play-In,2026-01-28 11:00:00,8
esports:counterstrike parivision:astralis bo3 blast bounty qualifier:20260118,esports,CS2,Counter-Strike: PARIVISION,Astralis (BO3) - BLAST Bounty Qualifier,2026-01-18 11:00:00,6
esports:counterstrike passion ua:g2 bo3 iem krakow playin:20260128,esports,CS2,Counter-Strike: Passion UA,G2 (BO3) - IEM Krakow Play-In,2026-01-28 11:00:00,6
esports:counterstrike phantom academy:oxuji esports bo3 exort series group stage:20260118,esports,CS2,Counter-Strike:  Phantom Academy,Oxuji Esports (BO3) - Exort Series Group Stage,2026-01-18 16:30:00,6
esports:counterstrike players:team oruga bo3 cct south america series 7 group stage:20260118,esports,CS2,Counter-Strike: Players,TEAM ORUGA (BO3) - CCT South America Series #7 Group Stage,2026-01-18 22:00:00,6
esports:counterstrike rare atom:unsettled resentment bo3 zhitech elite masters closed qualifier playoffs:20260118,esports,CS2,Counter-Strike: Rare Atom,Unsettled Resentment (BO3) - Zhi-Tech Elite Masters Closed Qualifier Playoffs,2026-01-18 10:00:00,4
esports:counterstrike red canids:bestia academy bo3 circuit x betboom redemption curitiba group d:20260122,esports,CS2,Counter-Strike: RED Canids,BESTIA Academy (BO3) - Circuit X Betboom Redemption Curitiba Group D,2026-01-22 19:00:00,6
esports:counterstrike sangal:illwill bo3 cct europe series 13 group stage:20260118,esports,CS2,Counter-Strike: Sangal,illwill (BO3) - CCT Europe Series #13 Group Stage,2026-01-18 12:00:00,8
esports:counterstrike sharks:metanoiagg bo3 circuit x betboom redemption curitiba group b:20260121,esports,CS2,Counter-Strike: Sharks,METANOIAGG (BO3) - Circuit X Betboom Redemption Curitiba Group B,2026-01-21 19:00:00,6
esports:counterstrike sharks:mibr bo5 betboom rush b summit playoffs:20260118,esports,CS2,Counter-Strike: Sharks,MIBR (BO5) - BetBoom RUSH B! Summit Playoffs,2026-01-18 23:00:00,6
esports:counterstrike unity esports:fingers crossed bo3 european pro league series 4 group c:20260119,esports,CS2,Counter-Strike: UNiTY esports,Fingers Crossed (BO3) - European Pro League Series 4 Group C,2026-01-19 11:30:00,6
esports:counterstrike ursa:watermelon bo1 esea advanced europe regular season:20260118,esports,CS2,Counter-Strike: Ursa,WATERMELON (BO1) - ESEA Advanced Europe Regular Season,2026-01-18 16:00:00,2
esports:counterstrike vasco esports:four magic bo3 cct south america series 7 group stage:20260118,esports,CS2,Counter-Strike: Vasco Esports,Four Magic (BO3) - CCT South America Series #7 Group Stage,2026-01-18 19:00:00,6
esports:counterstrike watermelon:b8 academy bo3 exort series group stage:20260118,esports,CS2,Counter-Strike: WATERMELON,B8 Academy (BO3) - Exort Series Group Stage,2026-01-18 13:30:00,6
esports:dota 2 aurora:1win bo3 esl one birmingham eastern europe closed qualifier playoffs:20260117,esports,Dota 2,Dota 2: Aurora,1win (BO3) - ESL One Birmingham: Eastern Europe Closed Qualifier Playoffs,2026-01-17 18:00:00,6
esports:dota 2 estar backs:looking for org bo3 esl one birmingham south america closed qualifier playoffs:20260118,esports,Dota 2,Dota 2: Estar Backs,Looking for Org (BO3) - ESL One Birmingham: South America Closed Qualifier Playoffs,2026-01-18 17:00:00,8
esports:dota 2 execration:rekonix bo5 esl one birmingham southeast asia closed qualifier playoffs:20260118,esports,Dota 2,Dota 2: Execration,REKONIX (BO5) - ESL One Birmingham: Southeast Asia Closed Qualifier Playoffs,2026-01-18 08:00:00,2
esports:dota 2 gamerlegion:9z team bo3 esl one birmingham north america closed qualifier playoffs:20260118,esports,Dota 2,Dota 2: GamerLegion,9z Team (BO3) - ESL One Birmingham: North America Closed Qualifier Playoffs,2026-01-18 17:00:00,6
esports:dota 2 golden barys:1000 reasons bo3 fissure universe episode 8 open qualifier 1 playoffs:20260118,esports,Dota 2,Dota 2: Golden Barys,1000 reasons (BO3) - FISSURE Universe Episode 8: Open Qualifier 1 Playoffs,2026-01-18 12:00:00,6
esports:dota 2 heroic:new growth bo3 esl one birmingham south america closed qualifier playoffs:20260118,esports,Dota 2,Dota 2: Heroic,New Growth (BO3) - ESL One Birmingham: South America Closed Qualifier Playoffs,2026-01-18 21:00:00,8
esports:dota 2 natus vincere:mouz bo3 esl one birmingham western europe closed qualifier playoffs:20260118,esports,Dota 2,Dota 2: Natus Vincere,MOUZ (BO3) - ESL One Birmingham: Western Europe Closed Qualifier Playoffs,2026-01-18 11:00:00,8
esports:dota 2 nemiga gaming:valinor bo3 fissure universe episode 8 open qualifier 1 playoffs:20260118,esports,Dota 2,Dota 2: Nemiga Gaming,Valinor (BO3) - FISSURE Universe Episode 8: Open Qualifier 1 Playoffs,2026-01-18 12:00:00,6
esports:dota 2 perú rejects:chandogs bo3 esl one birmingham south america closed qualifier playoffs:20260118,esports,Dota 2,Dota 2: Perú Rejects,Chandogs (BO3) - ESL One Birmingham: South America Closed Qualifier Playoffs,2026-01-18 21:00:00,6
esports:dota 2 team falcons:zero tenacity bo3 esl one birmingham western europe closed qualifier playoffs:20260118,esports,Dota 2,Dota 2: Team Falcons,Zero Tenacity (BO3) - ESL One Birmingham: Western Europe Closed Qualifier Playoffs,2026-01-18 11:00:00,8
esports:dota 2 team liquid:nigma galaxy bo3 esl one birmingham western europe closed qualifier playoffs:20260118,esports,Dota 2,Dota 2: Team Liquid,Nigma Galaxy (BO3) - ESL One Birmingham: Western Europe Closed Qualifier Playoffs,2026-01-18 15:00:00,8
esports:dota 2 virtuspro:pipsqueak4 bo3 esl one birmingham western europe closed qualifier playoffs:20260118,esports,Dota 2,Dota 2: Virtus.pro,Pipsqueak+4 (BO3) - ESL One Birmingham: Western Europe Closed Qualifier Playoffs,2026-01-18 15:00:00,8
esports:dota 2 vpprodigy:inner circle bo3 epl championship playoffs:20260117,esports,Dota 2,Dota 2: VP.Prodigy,Inner Circle (BO3) - EPL Championship Playoffs,2026-01-17 19:00:00,6
esports:dota 2 winter bear:team public bo3 epl championship playoffs:20260118,esports,Dota 2,Dota 2: Winter Bear,Team Public (BO3) - EPL Championship Playoffs,2026-01-18 13:00:00,6
esports:dota 2 yellow submarine:alohasquad bo3 epl championship playoffs:20260118,esports,Dota 2,Dota 2: Yellow Submarine,alohasquad (BO3) - EPL Championship Playoffs,2026-01-18 19:00:00,6
esports:honor of kings ag super play:qing jiu club bo5 king pro league stage 1 group 1:20260125,esports,Honor of Kings,Honor of Kings: AG Super Play,Qing Jiu Club (BO5) - King Pro League Stage 1 Group 1,2026-01-25 12:00:00,6
esports:honor of kings douyu gaming:royal never give up bo5 king pro league stage 1 group 2:20260122,esports,Honor of Kings,Honor of Kings: Douyu Gaming,Royal Never Give Up (BO5) - King Pro League Stage 1 Group 2,2026-01-22 09:00:00,6
esports:honor of kings dragon ranger gaming:talent gaming bo5 king pro league stage 1 group 3:20260122,esports,Honor of Kings,Honor of Kings: Dragon Ranger Gaming,Talent Gaming (BO5) - King Pro League Stage 1 Group 3,2026-01-22 06:00:00,6
esports:honor of kings edward gaming:qing jiu club bo5 king pro league stage 1 group 1:20260121,esports,Honor of Kings,Honor of Kings: EDward Gaming,Qing Jiu Club (BO5) - King Pro League Stage 1 Group 1,2026-01-21 06:00:00,6
esports:honor of kings edward gaming:top esports armor bo5 king pro league stage 1 group 1:20260123,esports,Honor of Kings,Honor of Kings: EDward Gaming,TOP Esports Armor (BO5) - King Pro League Stage 1 Group 1,2026-01-23 09:00:00,6
esports:honor of kings hero jiujing:jd gaming bo5 king pro league stage 1 group 3:20260124,esports,Honor of Kings,Honor of Kings: Hero JiuJing,JD Gaming (BO5) - King Pro League Stage 1 Group 3,2026-01-24 09:00:00,6
esports:honor of kings hero jiujing:kuaishow gaming bo5 king pro league stage 1 group 3:20260122,esports,Honor of Kings,Honor of Kings: Hero JiuJing,KuaiShow Gaming (BO5) - King Pro League Stage 1 Group 3,2026-01-22 12:00:00,6
esports:honor of kings jd gaming:kuaishow gaming bo5 king pro league stage 1 group 3:20260118,esports,Honor of Kings,Honor of Kings: JD Gaming,KuaiShow Gaming (BO5) - King Pro League Stage 1 Group 3,2026-01-18 06:00:00,2
esports:honor of kings jly:kai lun gaming bo5 kpl growth league group stage:20260119,esports,Honor of Kings,Honor of Kings: JLY,Kai Lun Gaming (BO5) - KPL Growth League Group Stage,2026-01-19 05:00:00,6
esports:honor of kings jly:wanzhen esports club bo5 kpl growth league group stage:20260120,esports,Honor of Kings,Honor of Kings: JLY,WanZhen Esports Club (BO5) - KPL Growth League Group Stage,2026-01-20 10:00:00,6
esports:honor of kings lgd nbw:douyu gaming bo5 king pro league stage 1 group 2:20260125,esports,Honor of Kings,Honor of Kings: LGD NBW,Douyu Gaming (BO5) - King Pro League Stage 1 Group 2,2026-01-25 09:00:00,6
esports:honor of kings lgd nbw:rogue warriors bo5 king pro league stage 1 group 2:20260118,esports,Honor of Kings,Honor of Kings: LGD NBW,Rogue Warriors (BO5) - King Pro League Stage 1 Group 2,2026-01-18 09:00:00,6
esports:honor of kings lgd nbw:team we bo5 king pro league stage 1 group 2:20260123,esports,Honor of Kings,Honor of Kings: LGD NBW,Team WE (BO5) - King Pro League Stage 1 Group 2,2026-01-23 06:00:00,6
esports:honor of kings lt gaming:xianyou gaming bo5 kpl growth league group stage:20260119,esports,Honor of Kings,Honor of Kings: LT Gaming,Xianyou Gaming (BO5) - KPL Growth League Group Stage,2026-01-19 10:00:00,6
esports:honor of kings mighty tiger gaming:sygaming bo5 kpl growth league group stage:20260120,esports,Honor of Kings,Honor of Kings: Mighty Tiger Gaming,SYGaming (BO5) - KPL Growth League Group Stage,2026-01-20 07:00:00,6
esports:honor of kings rogue warriors:wolves bo5 king pro league stage 1 group 2:20260123,esports,Honor of Kings,Honor of Kings: Rogue Warriors,Wolves (BO5) - King Pro League Stage 1 Group 2,2026-01-23 12:00:00,6
esports:honor of kings sygaming:wst bo5 kpl growth league group stage:20260119,esports,Honor of Kings,Honor of Kings: SYGaming,WST (BO5) - KPL Growth League Group Stage,2026-01-19 07:00:00,6
esports:honor of kings talent gaming:estar pro bo5 king pro league stage 1 group 3:20260124,esports,Honor of Kings,Honor of Kings: Talent Gaming,eStar Pro (BO5) - King Pro League Stage 1 Group 3,2026-01-24 06:00:00,6
esports:honor of kings tc grouping:top esports armor bo5 king pro league stage 1 group 1:20260121,esports,Honor of Kings,Honor of Kings: TC Grouping,TOP Esports Armor (BO5) - King Pro League Stage 1 Group 1,2026-01-21 12:00:00,6
esports:honor of kings team we:rogue warriors bo5 king pro league stage 1 group 2:20260121,esports,Honor of Kings,Honor of Kings: Team WE,Rogue Warriors (BO5) - King Pro League Stage 1 Group 2,2026-01-21 09:00:00,6
esports:honor of kings titan kings legion:xqg esports club bo5 kpl growth league group stage:20260120,esports,Honor of Kings,Honor of Kings: Titan King's Legion,XQG Esports Club (BO5) - KPL Growth League Group Stage,2026-01-20 05:00:00,6
esports:honor of kings uu gamers:xianyou gaming bo5 kpl growth league group stage:20260120,esports,Honor of Kings,Honor of Kings: UU Gamers,Xianyou Gaming (BO5) - KPL Growth League Group Stage,2026-01-20 12:00:00,6
esports:honor of kings weibo gaming:tc grouping bo5 king pro league stage 1 group 1:20260124,esports,Honor of Kings,Honor of Kings: Weibo Gaming,TC Grouping (BO5) - King Pro League Stage 1 Group 1,2026-01-24 12:00:00,6
esports:honor of kings weibo gaming:top esports armor bo5 king pro league stage 1 group 1:20260118,esports,Honor of Kings,Honor of Kings: Weibo Gaming,TOP Esports Armor (BO5) - King Pro League Stage 1 Group 1,2026-01-18 12:00:00,6
esports:honor of kings wlt esports club:wanzhen esports club bo5 kpl growth league group stage:20260119,esports,Honor of Kings,Honor of Kings: WLT Esports Club,WanZhen Esports Club (BO5) - KPL Growth League Group Stage,2026-01-19 12:00:00,6
esports:honor of kings wolves:royal never give up bo5 king pro league stage 1 group 2:20260125,esports,Honor of Kings,Honor of Kings: Wolves,Royal Never Give Up (BO5) - King Pro League Stage 1 Group 2,2026-01-25 06:00:00,6
esports:honor of kings wst:xqg esports club bo5 kpl growth league group stage:20260118,esports,Honor of Kings,Honor of Kings: WST,XQG Esports Club (BO5) - KPL Growth League Group Stage,2026-01-18 12:00:00,6
esports:lol 4 swines a bum:bulldog esports bo1 nlc regular season:20260121,esports,League of Legends,LoL: 4 SWINES & A BUM,Bulldog Esports (BO1) - NLC Regular Season,2026-01-21 17:00:00,2
esports:lol anubis gaming:3bl esports bo3 arabian league group stage:20260122,esports,League of Legends,LoL: Anubis Gaming,3BL Esports (BO3) - Arabian League Group Stage,2026-01-22 16:00:00,6
