ID,Sport,League,Home,Away,Time,Odds Count
esports:mobile legends bang bang alter ego:onic bo3 world championship m7 playoffs:20260118,esports,Mobile Legends,Mobile Legends Bang Bang: Alter Ego,ONIC (BO3) - World Championship M7 Playoffs,2026-01-18 07:00:00,6
esports:mobile legends bang bang selangor red giants:team spirit bo3 world championship m7 playoffs:20260118,esports,Mobile Legends,Mobile Legends Bang Bang: Selangor Red Giants,Team Spirit (BO3) - World Championship M7 Playoffs,2026-01-18 11:00:00,6
esports:rainbow six siege elevate academy:team liquid bo3 six invitational south america lcq playoffs:20260118,esports,Rainbow Six,Rainbow Six Siege: Elevate Academy,Team Liquid (BO3) - Six Invitational South America LCQ Playoffs,2026-01-18 16:00:00,6
esports:rocket league geekay esports:ninjas in pyjamas bo7 rlcs eu boston major open 2 playoffs:20260118,esports,Rocket League,Rocket League: Geekay Esports,Ninjas in Pyjamas (BO7) - RLCS EU Boston Major: Open 2 Playoffs,2026-01-18 16:00:00,6
esports:rocket league magnifico:karmine corp bo7 rlcs eu boston major open 2 playoffs:20260118,esports,Rocket League,Rocket League: Magnifico,Karmine Corp (BO7) - RLCS EU Boston Major: Open 2 Playoffs,2026-01-18 17:00:00,6
esports:valorant 6gpa:bodax gaming bo3 vcl dach evolution group a:20260118,esports,Valorant,Valorant: 6GPA,Bodax Gaming (BO3) - VCL DACH: Evolution Group A,2026-01-18 16:00:00,6
esports:valorant all gamers:nova esports bo3 vct china kickoff playoffs:20260123,esports,Valorant,Valorant: All Gamers,Nova Esports (BO3) - VCT China Kickoff Playoffs,2026-01-23 09:00:00,22
esports:valorant azure dragon gaming:sad esports bo3 vcl north america swiss stage:20260119,esports,Valorant,Valorant: Azure Dragon Gaming,SaD Esports (BO3) - VCL North America Swiss Stage,2026-01-19 21:00:00,6
esports:valorant barça esports:novo esports bo2 vcl spain rising regular season:20260119,esports,Valorant,Valorant: Barça eSports,NOVO Esports (BO2) - VCL Spain: Rising Regular Season,2026-01-19 18:00:00,2
esports:valorant barça esports:otakar esports bo2 vcl spain rising regular season:20260118,esports,Valorant,Valorant: Barça eSports,Otakar Esports (BO2) - VCL Spain: Rising Regular Season,2026-01-18 16:00:00,2
esports:valorant blue otter:shopify rebellion black bo3 vcl north america swiss stage:20260121,esports,Valorant,Valorant: Blue Otter,Shopify Rebellion Black (BO3) - VCL North America Swiss Stage,2026-01-21 00:00:00,6
esports:valorant detonation focusme:geng esports bo3 vct pacific kickoff playoffs:20260123,esports,Valorant,Valorant: DetonatioN FocusMe,Gen.G Esports (BO3) - VCT Pacific Kickoff Playoffs,2026-01-23 11:00:00,22
esports:valorant dnsty:novo esports bo2 vcl spain rising regular season:20260118,esports,Valorant,Valorant: DNSTY,NOVO Esports (BO2) - VCL Spain: Rising Regular Season,2026-01-18 18:00:00,2
esports:valorant eintracht frankfurt:alternate attax bo3 vcl dach evolution group a:20260118,esports,Valorant,Valorant: Eintracht Frankfurt,ALTERNATE aTTaX (BO3) - VCL DACH: Evolution Group A,2026-01-18 19:00:00,6
esports:valorant falke esports:kpi gaming bo2 vcl spain rising regular season:20260118,esports,Valorant,Valorant: FALKE ESPORTS,KPI Gaming (BO2) - VCL Spain: Rising Regular Season,2026-01-18 16:00:00,2
esports:valorant funplus phoenix:tyloo bo3 vct china kickoff playoffs:20260122,esports,Valorant,Valorant: FunPlus Phoenix,TYLOO (BO3) - VCT China Kickoff Playoffs,2026-01-22 11:00:00,22
esports:valorant fut academy:beşiktaş esports bo3 vcl türkiye birlik kickoff regular season:20260118,esports,Valorant,Valorant: FUT Academy,Beşiktaş Esports (BO3) - VCL Türkiye: Birlik Kickoff Regular Season,2026-01-18 14:30:00,6
esports:valorant fut esports:gentle mates bo3 vct emea kickoff playoffs:20260120,esports,Valorant,Valorant: FUT Esports,Gentle Mates (BO3) - VCT EMEA Kickoff Playoffs,2026-01-20 19:00:00,18
esports:valorant g2 esports:100 thieves bo3 vct americas kickoff playoffs:20260119,esports,Valorant,Valorant: G2 Esports,100 Thieves (BO3) - VCT Americas Kickoff Playoffs,2026-01-19 01:00:00,6
esports:valorant galions:erah esport bo3 vcl france revolution group stage:20260118,esports,Valorant,Valorant: Galions,Erah Esport (BO3) - VCL France: Revolution Group Stage,2026-01-18 20:00:00,6
esports:valorant gamax esports:ghools esports bo3 vcl mena resilience kickoff group stage na:20260118,esports,Valorant,Valorant: Gamax Esports,Ghools Esports (BO3) - VCL MENA: Resilience Kickoff Group Stage - NA,2026-01-18 16:00:00,6
esports:valorant jd gaming:tec esports bo3 vct china kickoff playoffs:20260123,esports,Valorant,Valorant: JD Gaming,TEC Esports (BO3) - VCT China Kickoff Playoffs,2026-01-23 11:00:00,22
esports:valorant krü esports:team envy bo3 vct americas kickoff playoffs:20260124,esports,Valorant,Valorant: KRÜ Esports,Team Envy (BO3) - VCT Americas Kickoff Playoffs,2026-01-24 22:00:00,6
esports:valorant leviatán esports:cloud9 bo3 vct americas kickoff playoffs:20260125,esports,Valorant,Valorant: Leviatán Esports,Cloud9 (BO3) - VCT Americas Kickoff Playoffs,2026-01-25 01:00:00,6
esports:valorant mandatory:f9 eicar bo3 vcl france revolution group stage:20260118,esports,Valorant,Valorant: Mandatory,F9 EICAR (BO3) - VCL France: Revolution Group Stage,2026-01-18 17:00:00,6
esports:valorant natus vincere:karmine corp bo3 vct emea kickoff playoffs:20260120,esports,Valorant,Valorant: Natus Vincere,Karmine Corp (BO3) - VCT EMEA Kickoff Playoffs,2026-01-20 16:00:00,18
esports:valorant nightblood gaming:evil geniuses academy bo3 vcl north america swiss stage:20260120,esports,Valorant,Valorant: Nightblood Gaming,Evil Geniuses Academy (BO3) - VCL North America Swiss Stage,2026-01-20 00:00:00,6
esports:valorant nobles:alqadsiah esports bo3 vcl mena resilience kickoff group stage me:20260110,esports,Valorant,Valorant: Nobles,AlQadsiah Esports (BO3) - VCL MENA: Resilience Kickoff Group Stage - ME,2026-01-10 18:30:00,10
esports:valorant nongshim redforce:team secret bo3 vct pacific kickoff playoffs:20260122,esports,Valorant,Valorant: Nongshim RedForce,Team Secret (BO3) - VCT Pacific Kickoff Playoffs,2026-01-22 08:00:00,22
esports:valorant nrg academy:alliance guardians bo3 vcl north america swiss stage:20260119,esports,Valorant,Valorant: NRG Academy,Alliance Guardians (BO3) - VCL North America Swiss Stage,2026-01-19 21:00:00,6
esports:valorant nrg:mibr bo3 vct americas kickoff playoffs:20260130,esports,Valorant,Valorant: NRG,MIBR (BO3) - VCT Americas Kickoff Playoffs,2026-01-30 22:00:00,10
esports:valorant one more esports:baam esports bo3 vcl mena resilience kickoff group stage na:20260118,esports,Valorant,Valorant: One More Esports,BAAM Esports (BO3) - VCL MENA: Resilience Kickoff Group Stage - NA,2026-01-18 18:30:00,6
esports:valorant otakar esports:kpi gaming bo2 vcl spain rising regular season:20260119,esports,Valorant,Valorant: Otakar Esports,KPI Gaming (BO2) - VCL Spain: Rising Regular Season,2026-01-19 16:00:00,2
esports:valorant pcific esports:bbl esports bo3 vct emea kickoff playoffs:20260121,esports,Valorant,Valorant: Pcific Esports,BBL Esports (BO3) - VCT EMEA Kickoff Playoffs,2026-01-21 16:00:00,6
esports:valorant qor:sleepers bo3 vcl north america swiss stage:20260120,esports,Valorant,Valorant: QoR,sleepers (BO3) - VCL North America Swiss Stage,2026-01-20 00:00:00,8
esports:valorant rafha esports:gng amazigh bo3 vcl mena resilience kickoff group stage na:20260118,esports,Valorant,Valorant: RAFHA eSPORTS,GnG Amazigh (BO3) - VCL MENA: Resilience Kickoff Group Stage - NA,2026-01-18 16:00:00,6
esports:valorant ramboot club:falke esports bo2 vcl spain rising regular season:20260119,esports,Valorant,Valorant: Ramboot Club,FALKE ESPORTS (BO2) - VCL Spain: Rising Regular Season,2026-01-19 18:00:00,2
esports:valorant ramboot club:ucam esports club bo2 vcl spain rising regular season:20260118,esports,Valorant,Valorant: Ramboot Club,UCAM Esports Club (BO2) - VCL Spain: Rising Regular Season,2026-01-18 16:00:00,2
esports:valorant rose:yfp gaming bo3 vcl north america swiss stage:20260121,esports,Valorant,Valorant: ROSE,YFP Gaming (BO3) - VCL North America Swiss Stage,2026-01-21 21:00:00,8
esports:valorant s2g esports:bushido wildcats bo3 vcl türkiye birlik kickoff regular season:20260118,esports,Valorant,Valorant: S2G Esports,Bushido Wildcats (BO3) - VCL Türkiye: Birlik Kickoff Regular Season,2026-01-18 17:30:00,6
esports:valorant sentinels:furia esports bo3 vct americas kickoff playoffs:20260118,esports,Valorant,Valorant: Sentinels,FURIA Esports (BO3) - VCT Americas Kickoff Playoffs,2026-01-18 22:00:00,6
esports:valorant team raad:vibranium esports bo3 vcl mena resilience kickoff group stage na:20260118,esports,Valorant,Valorant: Team RA'AD,Vibranium Esports (BO3) - VCL MENA: Resilience Kickoff Group Stage - NA,2026-01-18 18:30:00,6
esports:valorant trace esports:wolves esports bo3 vct china kickoff playoffs:20260122,esports,Valorant,Valorant: Trace Esports,Wolves Esports (BO3) - VCT China Kickoff Playoffs,2026-01-22 09:00:00,22
esports:valorant ucam esports club:dnsty bo2 vcl spain rising regular season:20260119,esports,Valorant,Valorant: UCAM Esports Club,DNSTY (BO2) - VCL Spain: Rising Regular Season,2026-01-19 16:00:00,2
esports:valorant ulf esports:team vitality bo3 vct emea kickoff playoffs:20260121,esports,Valorant,Valorant: ULF Esports,Team Vitality (BO3) - VCT EMEA Kickoff Playoffs,2026-01-21 19:00:00,22
esports:valorant varrel:global esports bo3 vct pacific kickoff playoffs:20260123,esports,Valorant,Valorant: VARREL,Global Esports (BO3) - VCT Pacific Kickoff Playoffs,2026-01-23 08:00:00,22
esports:valorant villianarc:nobles bo3 vcl mena resilience kickoff group stage me:20260117,esports,Valorant,Valorant: VillianArc,Nobles (BO3) - VCL MENA: Resilience Kickoff Group Stage - ME,2026-01-17 18:30:00,4
esports:valorant winthrop university:pigeons bo3 vcl north america swiss stage:20260120,esports,Valorant,Valorant: Winthrop University,Pigeons (BO3) - VCL North America Swiss Stage,2026-01-20 21:00:00,6
esports:valorant wip esports:caldya esport bo3 vcl france revolution group stage:20260118,esports,Valorant,Valorant: WIP Esports,Caldya Esport (BO3) - VCL France: Revolution Group Stage,2026-01-18 14:00:00,6
esports:valorant zeta division:full sense bo3 vct pacific kickoff playoffs:20260122,esports,Valorant,Valorant: ZETA DIVISION,FULL SENSE (BO3) - VCT Pacific Kickoff Playoffs,2026-01-22 11:00:00,22
football:aarhus:odense:20260206,football,Danish Superliga,Aarhus GF,Odense BK,2026-02-06 18:00:00,2
football:ac milan:lecce:20260118,football,Serie A,AC Milan,US Lecce,2026-01-18 19:45:00,6
football:adelaide united:macarthur:20260130,football,A-League,Adelaide United FC,Macarthur FC,2026-01-30 08:35:00,6
football:adelaide united:newcastle united jets:20260208,football,A-League,Adelaide United FC,Newcastle United Jets FC,2026-02-08 06:00:00,2
football:aj auxerre:paris saint-germain:20260123,football,Ligue 1,AJ Auxerre,Paris Saint-Germain FC,2026-01-23 19:00:00,8
football:ajax:olympiakós sfp:20260128,football,Champions League,AFC Ajax,Olympiakós SFP,2026-01-28 20:00:00,6
football:ajax:volendam:20260124,football,Eredivisie,AFC Ajax,FC Volendam,2026-01-24 15:30:00,6
football:al ahli saudi club:al ettifaq saudi club:20260128,football,Saudi Pro League,Al Ahli Saudi Club,Al Ettifaq Saudi Club,2026-01-28 17:30:00,6
football:al ahli saudi club:al hazem:20260205,football,Saudi Pro League,Al Ahli Saudi Club,Al Hazem SC,2026-02-05 17:20:00,2
football:al ahli saudi club:al khaleej saudi club:20260120,football,Saudi Pro League,Al Ahli Saudi Club,Al Khaleej Saudi Club,2026-01-20 17:30:00,6
football:al ettifaq saudi club:al taawoun saudi club:20260203,football,Saudi Pro League,Al Ettifaq Saudi Club,Al Taawoun Saudi Club,2026-02-03 17:30:00,2
football:al ettifaq saudi club:damac saudi club:20260206,football,Saudi Pro League,Al Ettifaq Saudi Club,Damac Saudi Club,2026-02-06 15:00:00,2
football:al ettifaq saudi club:neom:20260121,football,Saudi Pro League,Al Ettifaq Saudi Club,NEOM SC,2026-01-21 17:30:00,6
football:al fateh saudi club:al hazem:20260201,football,Saudi Pro League,Al Fateh Saudi Club,Al Hazem SC,2026-02-01 17:30:00,2
football:al fateh saudi club:al ittihad saudi club:20260129,football,Saudi Pro League,Al Fateh Saudi Club,Al Ittihad Saudi Club,2026-01-29 15:00:00,6
football:al fateh saudi club:al kholood saudi club:20260120,football,Saudi Pro League,Al Fateh Saudi Club,Al Kholood Saudi Club,2026-01-20 17:30:00,6
football:al fateh saudi club:al nassr saudi club:20260214,football,Saudi Pro League,Al Fateh Saudi Club,Al Nassr Saudi Club,2026-02-14 17:30:00,2
football:al fateh saudi club:al okhdood:20251220,football,Saudi Pro League,Al Fateh Saudi Club,Al Okhdood SC,2025-12-20 14:30:00,2
football:al fayha saudi club:al fateh saudi club:20260125,football,Saudi Pro League,Al Fayha Saudi Club,Al Fateh Saudi Club,2026-01-25 17:30:00,6
football:al fayha saudi club:al khaleej saudi club:20260128,football,Saudi Pro League,Al Fayha Saudi Club,Al Khaleej Saudi Club,2026-01-28 17:30:00,6
football:al fayha saudi club:al najmah saudi club:20260205,football,Saudi Pro League,Al Fayha Saudi Club,Al Najmah Saudi Club,2026-02-05 15:20:00,2
football:al fayha saudi club:neom:20251221,football,Saudi Pro League,Al Fayha Saudi Club,NEOM SC,2025-12-21 14:50:00,2
football:al hazem:al ittihad saudi club:20251220,football,Saudi Pro League,Al Hazem SC,Al Ittihad Saudi Club,2025-12-20 17:30:00,2
football:al hazem:al okhdood:20260212,football,Saudi Pro League,Al Hazem SC,Al Okhdood SC,2026-02-12 17:30:00,2
football:al hazem:al qadisiyah saudi club:20260118,football,Saudi Pro League,Al Hazem SC,Al Qadisiyah Saudi Club,2026-01-18 15:15:00,2
football:al hazem:al shabab saudi club:20260129,football,Saudi Pro League,Al Hazem SC,Al Shabab Saudi Club,2026-01-29 17:30:00,6
football:al hazem:damac saudi club:20260126,football,Saudi Pro League,Al Hazem SC,Damac Saudi Club,2026-01-26 15:20:00,6
football:al hilal saudi club:al ahli saudi club:20260202,football,Saudi Pro League,Al Hilal Saudi Club,Al Ahli Saudi Club,2026-02-02 17:30:00,2
football:al hilal saudi club:al ettifaq saudi club:20260213,football,Saudi Pro League,Al Hilal Saudi Club,Al Ettifaq Saudi Club,2026-02-13 15:25:00,2
football:al hilal saudi club:al fayha saudi club:20260122,football,Saudi Pro League,Al Hilal Saudi Club,Al Fayha Saudi Club,2026-01-22 17:30:00,6
football:al ittihad saudi club:al fayha saudi club:20260213,football,Saudi Pro League,Al Ittihad Saudi Club,Al Fayha Saudi Club,2026-02-13 17:30:00,2
football:al ittihad saudi club:al najmah saudi club:20260201,football,Saudi Pro League,Al Ittihad Saudi Club,Al Najmah Saudi Club,2026-02-01 17:30:00,2
football:al ittihad saudi club:al okhdood:20260126,football,Saudi Pro League,Al Ittihad Saudi Club,Al Okhdood SC,2026-01-26 17:30:00,6
football:al khaleej saudi club:al kholood saudi club:20251221,football,Saudi Pro League,Al Khaleej Saudi Club,Al Kholood Saudi Club,2025-12-21 17:30:00,2
football:al khaleej saudi club:al qadisiyah saudi club:20260203,football,Saudi Pro League,Al Khaleej Saudi Club,Al Qadisiyah Saudi Club,2026-02-03 17:30:00,2
football:al khaleej saudi club:al shabab saudi club:20260124,football,Saudi Pro League,Al Khaleej Saudi Club,Al Shabab Saudi Club,2026-01-24 13:25:00,6
football:al kholood saudi club:al ettifaq saudi club:20260124,football,Saudi Pro League,Al Kholood Saudi Club,Al Ettifaq Saudi Club,2026-01-24 15:20:00,6
football:al kholood saudi club:al nassr saudi club:20260130,football,Saudi Pro League,Al Kholood Saudi Club,Al Nassr Saudi Club,2026-01-30 17:30:00,6
football:al kholood saudi club:al shabab saudi club:20260207,football,Saudi Pro League,Al Kholood Saudi Club,Al Shabab Saudi Club,2026-02-07 14:00:00,2
football:al najmah saudi club:al kholood saudi club:20260214,football,Saudi Pro League,Al Najmah Saudi Club,Al Kholood Saudi Club,2026-02-14 15:35:00,2
football:al najmah saudi club:al nassr saudi club:20251221,football,Saudi Pro League,Al Najmah Saudi Club,Al Nassr Saudi Club,2025-12-21 17:30:00,2
football:al najmah saudi club:al qadisiyah saudi club:20260125,football,Saudi Pro League,Al Najmah Saudi Club,Al Qadisiyah Saudi Club,2026-01-25 15:20:00,6
football:al najmah saudi club:al riyadh saudi club:20260128,football,Saudi Pro League,Al Najmah Saudi Club,Al Riyadh Saudi Club,2026-01-28 15:20:00,6
football:al nassr saudi club:al ittihad saudi club:20260206,football,Saudi Pro League,Al Nassr Saudi Club,Al Ittihad Saudi Club,2026-02-06 17:30:00,2
football:al nassr saudi club:al taawoun saudi club:20260126,football,Saudi Pro League,Al Nassr Saudi Club,Al Taawoun Saudi Club,2026-01-26 17:30:00,6
football:al okhdood:al hilal saudi club:20260205,football,Saudi Pro League,Al Okhdood SC,Al Hilal Saudi Club,2026-02-05 17:20:00,2
football:al okhdood:al riyadh saudi club:20260121,football,Saudi Pro League,Al Okhdood SC,Al Riyadh Saudi Club,2026-01-21 15:30:00,6
football:al okhdood:neom:20260202,football,Saudi Pro League,Al Okhdood SC,NEOM SC,2026-02-02 17:30:00,2
football:al qadisiyah saudi club:al ettifaq saudi club:20251219,football,Saudi Pro League,Al Qadisiyah Saudi Club,Al Ettifaq Saudi Club,2025-12-19 14:30:00,2
football:al qadisiyah saudi club:al fateh saudi club:20260207,football,Saudi Pro League,Al Qadisiyah Saudi Club,Al Fateh Saudi Club,2026-02-07 17:30:00,2
football:al qadisiyah saudi club:al hilal saudi club:20260129,football,Saudi Pro League,Al Qadisiyah Saudi Club,Al Hilal Saudi Club,2026-01-29 17:30:00,6
football:al qadisiyah saudi club:al ittihad saudi club:20260122,football,Saudi Pro League,Al Qadisiyah Saudi Club,Al Ittihad Saudi Club,2026-01-22 17:30:00,6
football:al qadisiyah saudi club:neom:20260212,football,Saudi Pro League,Al Qadisiyah Saudi Club,NEOM SC,2026-02-12 17:30:00,2
football:al riyadh saudi club:al hilal saudi club:20260125,football,Saudi Pro League,Al Riyadh Saudi Club,Al Hilal Saudi Club,2026-01-25 17:30:00,6
football:al riyadh saudi club:al khaleej saudi club:20260214,football,Saudi Pro League,Al Riyadh Saudi Club,Al Khaleej Saudi Club,2026-02-14 13:55:00,2
football:al riyadh saudi club:al nassr saudi club:20260202,football,Saudi Pro League,Al Riyadh Saudi Club,Al Nassr Saudi Club,2026-02-02 15:15:00,2
football:al riyadh saudi club:al taawoun saudi club:20260118,football,Saudi Pro League,Al Riyadh Saudi Club,Al Taawoun Saudi Club,2026-01-18 17:30:00,2
football:al shabab saudi club:al ahli saudi club:20260213,football,Saudi Pro League,Al Shabab Saudi Club,Al Ahli Saudi Club,2026-02-13 13:55:00,2
football:al shabab saudi club:al fayha saudi club:20260201,football,Saudi Pro League,Al Shabab Saudi Club,Al Fayha Saudi Club,2026-02-01 15:15:00,2
football:al shabab saudi club:al najmah saudi club:20260120,football,Saudi Pro League,Al Shabab Saudi Club,Al Najmah Saudi Club,2026-01-20 15:05:00,6
football:al shabab saudi club:al riyadh saudi club:20251220,football,Saudi Pro League,Al Shabab Saudi Club,Al Riyadh Saudi Club,2025-12-20 13:15:00,2
football:al taawoun saudi club:al hazem:20260122,football,Saudi Pro League,Al Taawoun Saudi Club,Al Hazem SC,2026-01-22 15:15:00,6
football:al taawoun saudi club:al hilal saudi club:20251219,football,Saudi Pro League,Al Taawoun Saudi Club,Al Hilal Saudi Club,2025-12-19 17:30:00,2
football:al taawoun saudi club:al khaleej saudi club:20260207,football,Saudi Pro League,Al Taawoun Saudi Club,Al Khaleej Saudi Club,2026-02-07 15:30:00,2
football:al taawoun saudi club:al okhdood:20260130,football,Saudi Pro League,Al Taawoun Saudi Club,Al Okhdood SC,2026-01-30 13:50:00,6
football:alanyaspor:fenerbahçe:20260118,football,Turkish Super Lig,Alanyaspor,Fenerbahçe SK,2026-01-18 17:00:00,6
football:américa:club necaxa:20260201,football,Liga MX,CF América,Club Necaxa,2026-02-01 03:00:00,6
football:américa:monterrey:20260208,football,Liga MX,CF América,CF Monterrey,2026-02-08 03:00:00,2
football:antalyaspor:gençlerbirliği:20260125,football,Turkish Super Lig,Antalyaspor,Gençlerbirliği SK,2026-01-25 14:00:00,6
football:arouca:cp:20260124,football,Primeira Liga,FC Arouca,Sporting CP,2026-01-24 18:00:00,6
football:arsenal:manchester united:20260125,football,Premier League,Arsenal FC,Manchester United FC,2026-01-25 16:30:00,8
football:arsenal:qairat:20260128,football,Champions League,Arsenal FC,Qairat FK,2026-01-28 20:00:00,6
football:associação chapecoense de futebol:coritiba fbc:20260211,football,Brazil Serie A,Associação Chapecoense de Futebol,Coritiba FBC,2026-02-11 22:00:00,2
football:associação chapecoense de futebol:santos:20260128,football,Brazil Serie A,Associação Chapecoense de Futebol,Santos FC,2026-01-28 23:00:00,6
football:aston villa:everton:20260118,football,Premier League,Aston Villa FC,Everton FC,2026-01-18 16:30:00,6
football:aston villa:red bull salzburg:20260129,football,Europa League,Aston Villa FC,FC Red Bull Salzburg,2026-01-29 20:00:00,6
football:atalanta:club:20260121,football,Champions League,Atalanta BC,Athletic Club,2026-01-21 20:00:00,8
football:atalanta:parma:20260125,football,Serie A,Atalanta BC,Parma Calcio 1913,2026-01-25 14:00:00,6
football:atlas:mazatlán:20260131,football,Liga MX,Atlas FC,Mazatlán FC,2026-01-31 23:00:00,6
football:atlas:pumas de la unam:20260208,football,Liga MX,Atlas FC,Pumas de la UNAM,2026-02-08 01:00:00,2
football:atlético san luis:cd guadalajara:20260202,football,Liga MX,Atlético San Luis,CD Guadalajara,2026-02-02 01:00:00,2
football:auckland:central coast mariners:20260124,football,A-League,Auckland FC,Central Coast Mariners FC,2026-01-24 04:00:00,6
football:auckland:sydney:20260207,football,A-League,Auckland FC,Sydney FC,2026-02-07 04:00:00,2
football:augsburg:freiburg:20260118,football,Bundesliga,FC Augsburg,SC Freiburg,2026-01-18 16:30:00,6
football:augsburg:st pauli:20260131,football,Bundesliga,FC Augsburg,FC St. Pauli 1910,2026-01-31 14:30:00,6
football:az:ajax:20260208,football,Eredivisie,AZ,AFC Ajax,2026-02-08 13:30:00,2
football:az:nec:20260131,football,Eredivisie,AZ,NEC,2026-01-31 15:30:00,6
football:az:sbv excelsior:20251214,football,Eredivisie,AZ,SBV Excelsior,2025-12-14 15:45:00,8
football:barcelona:københavn:20260128,football,Champions League,FC Barcelona,FC København,2026-01-28 20:00:00,6
football:barcelona:oviedo:20260125,football,La Liga,FC Barcelona,Real Oviedo,2026-01-25 15:15:00,6
football:basel 1893:viktoria plzeň:20260129,football,Europa League,FC Basel 1893,FC Viktoria Plzeň,2026-01-29 20:00:00,6
football:bayer leverkusen:bremen:20260124,football,Bundesliga,Bayer 04 Leverkusen,SV Werder Bremen,2026-01-24 14:30:00,6
football:bayer leverkusen:st pauli:20260203,football,DFB Pokal,Bayer 04 Leverkusen,FC St. Pauli 1910,2026-02-03 19:45:00,2
football:bayer leverkusen:villarreal:20260128,football,Champions League,Bayer 04 Leverkusen,Villarreal CF,2026-01-28 20:00:00,6
football:bayern munich:augsburg:20260124,football,Bundesliga,FC Bayern München,FC Augsburg,2026-01-24 14:30:00,6
football:bayern munich:rb leipzig:20260211,football,DFB Pokal,FC Bayern München,RB Leipzig,2026-02-11 19:45:00,2
football:bayern munich:ru saintgilloise:20260121,football,Champions League,FC Bayern München,RU Saint-Gilloise,2026-01-21 20:00:00,8
football:betis balompié:feyenoord rotterdam:20260129,football,Europa League,Real Betis Balompié,Feyenoord Rotterdam,2026-01-29 20:00:00,6
football:beşiktaş jk:kayserispor:20260119,football,Turkish Super Lig,Beşiktaş JK,Kayserispor,2026-01-19 17:00:00,6
football:bodøglimt:manchester city:20260120,football,Champions League,FK Bodø/Glimt,Manchester City FC,2026-01-20 17:45:00,8
football:bologna:celtic:20260122,football,Europa League,Bologna FC 1909,Celtic FC,2026-01-22 17:45:00,8
football:bologna:fiorentina:20260118,football,Serie A,Bologna FC 1909,ACF Fiorentina,2026-01-18 14:00:00,6
football:borussia dortmund:inter milan:20260128,football,Champions League,BV Borussia 09 Dortmund,FC Internazionale Milano,2026-01-28 20:00:00,6
football:botafogo fr:cruzeiro ec:20260130,football,Brazil Serie A,Botafogo FR,Cruzeiro EC,2026-01-30 00:30:00,6
football:bournemouth:liverpool:20260124,football,Premier League,AFC Bournemouth,Liverpool FC,2026-01-24 17:30:00,8
football:braga:alverca:20260125,football,Primeira Liga,SC Braga,FC Alverca,2026-01-25 20:30:00,6
football:braga:nottingham forest:20260122,football,Europa League,SC Braga,Nottingham Forest FC,2026-01-22 20:00:00,8
football:brann:midtjylland:20260122,football,Europa League,SK Brann,FC Midtjylland,2026-01-22 17:45:00,8
football:bremen:gladbach:20260131,football,Bundesliga,SV Werder Bremen,Borussia Mönchengladbach,2026-01-31 14:30:00,6
football:bremen:hoffenheim:20260110,football,Bundesliga,SV Werder Bremen,TSG 1899 Hoffenheim,2026-01-10 14:30:00,8
football:brentford:nottingham forest:20260125,football,Premier League,Brentford FC,Nottingham Forest FC,2026-01-25 14:00:00,8
football:brighton:bournemouth:20260119,football,Premier League,Brighton & Hove Albion FC,AFC Bournemouth,2026-01-19 20:00:00,8
football:brighton:everton:20260131,football,Premier League,Brighton & Hove Albion FC,Everton FC,2026-01-31 15:00:00,6
football:brisbane roar:adelaide united:20260124,football,A-League,Brisbane Roar FC,Adelaide United FC,2026-01-24 06:00:00,6
football:brisbane roar:central coast mariners:20260207,football,A-League,Brisbane Roar FC,Central Coast Mariners FC,2026-02-07 06:00:00,2
football:brøndby:randers:20260208,football,Danish Superliga,Brøndby IF,Randers FC,2026-02-08 17:00:00,2
football:bsc young boys:lyonnais:20260122,football,Europa League,BSC Young Boys,Olympique Lyonnais,2026-01-22 17:45:00,8
football:burnley:tottenham:20260124,football,Premier League,Burnley FC,Tottenham Hotspur FC,2026-01-24 15:00:00,8
football:ca juventud:cd universidad católica:20260206,football,Copa Libertadores,CA Juventud,CD Universidad Católica,2026-02-06 00:30:00,2
football:ca mineiro:clube do remo:20260211,football,Brazil Serie A,CA Mineiro,Clube do Remo,2026-02-11 23:00:00,2
football:ca mineiro:se palmeiras:20260128,football,Brazil Serie A,CA Mineiro,SE Palmeiras,2026-01-28 22:00:00,8
football:ca osasuna:villarreal:20260131,football,La Liga,CA Osasuna,Villarreal CF,2026-01-31 15:15:00,6
football:ca paranaense:santos:20260212,football,Brazil Serie A,CA Paranaense,Santos FC,2026-02-12 22:00:00,2
football:cagliari:verona:20260131,football,Serie A,Cagliari Calcio,Hellas Verona FC,2026-01-31 19:45:00,6
football:casa pia:avs futebol:20260123,football,Primeira Liga,Casa Pia AC,AVS Futebol,2026-01-23 20:15:00,6
football:cd nacional:rio ave:20260125,football,Primeira Liga,CD Nacional,Rio Ave FC,2026-01-25 15:30:00,6
football:cd santa clara:famalicão:20260118,football,Primeira Liga,CD Santa Clara,FC Famalicão,2026-01-18 15:30:00,6
football:cd tondela:braga:20260118,football,Primeira Liga,CD Tondela,SC Braga,2026-01-18 18:00:00,6
football:cd universidad católica:ca juventud:20260213,football,Copa Libertadores,CD Universidad Católica,CA Juventud,2026-02-13 00:30:00,2
football:celtic:utrecht:20260129,football,Europa League,Celtic FC,FC Utrecht,2026-01-29 20:00:00,6
football:central coast mariners:melbourne victory:20260201,football,A-League,Central Coast Mariners FC,Melbourne Victory FC,2026-02-01 06:00:00,2
football:chelsea:páfos:20260121,football,Champions League,Chelsea FC,Páfos FC,2026-01-21 20:00:00,8
